Year,State,CoC Number,CoC Name,Measures,Count
1/1/2007,CA,CA-511,Stockton/San Joaquin County CoC,Unsheltered Homeless People in Families,63
1/1/2007,CA,CA-512,Daly/San Mateo County CoC,Homeless Individuals,"1,388"
1/1/2007,CA,CA-512,Daly/San Mateo County CoC,Homeless People in Families,410
1/1/2007,CA,CA-512,Daly/San Mateo County CoC,Sheltered Homeless,704
1/1/2007,CA,CA-512,Daly/San Mateo County CoC,Sheltered Homeless Individuals,310
1/1/2007,CA,CA-512,Daly/San Mateo County CoC,Sheltered Homeless People in Families,394
1/1/2007,CA,CA-512,Daly/San Mateo County CoC,Total Homeless,"1,798"
1/1/2007,CA,CA-512,Daly/San Mateo County CoC,Unsheltered Homeless,"1,094"
1/1/2007,CA,CA-512,Daly/San Mateo County CoC,Unsheltered Homeless Individuals,"1,078"
1/1/2007,CA,CA-512,Daly/San Mateo County CoC,Unsheltered Homeless People in Families,16
1/1/2007,CA,CA-513,"Visalia, Kings, Tulare Counties CoC",Homeless Individuals,537
1/1/2007,CA,CA-513,"Visalia, Kings, Tulare Counties CoC",Homeless People in Families,569
1/1/2007,CA,CA-513,"Visalia, Kings, Tulare Counties CoC",Sheltered Homeless,280
1/1/2007,CA,CA-513,"Visalia, Kings, Tulare Counties CoC",Sheltered Homeless Individuals,168
1/1/2007,CA,CA-513,"Visalia, Kings, Tulare Counties CoC",Sheltered Homeless People in Families,112
1/1/2007,CA,CA-513,"Visalia, Kings, Tulare Counties CoC",Total Homeless,"1,106"
1/1/2007,CA,CA-513,"Visalia, Kings, Tulare Counties CoC",Unsheltered Homeless,826
1/1/2007,CA,CA-513,"Visalia, Kings, Tulare Counties CoC",Unsheltered Homeless Individuals,369
1/1/2007,CA,CA-513,"Visalia, Kings, Tulare Counties CoC",Unsheltered Homeless People in Families,457
1/1/2007,CA,CA-514,Fresno/Madera County CoC,Homeless Individuals,"2,666"
1/1/2007,CA,CA-514,Fresno/Madera County CoC,Homeless People in Families,"1,581"
1/1/2007,CA,CA-514,Fresno/Madera County CoC,Sheltered Homeless,"2,735"
1/1/2007,CA,CA-514,Fresno/Madera County CoC,Sheltered Homeless Individuals,"2,029"
1/1/2007,CA,CA-514,Fresno/Madera County CoC,Sheltered Homeless People in Families,706
1/1/2007,CA,CA-514,Fresno/Madera County CoC,Total Homeless,"4,247"
1/1/2007,CA,CA-514,Fresno/Madera County CoC,Unsheltered Homeless,"1,512"
1/1/2007,CA,CA-514,Fresno/Madera County CoC,Unsheltered Homeless Individuals,637
1/1/2007,CA,CA-514,Fresno/Madera County CoC,Unsheltered Homeless People in Families,875
1/1/2007,CA,CA-515,"Roseville/Rocklin/Placer, Nevada Counties CoC",Homeless Individuals,368
1/1/2007,CA,CA-515,"Roseville/Rocklin/Placer, Nevada Counties CoC",Homeless People in Families,219
1/1/2007,CA,CA-515,"Roseville/Rocklin/Placer, Nevada Counties CoC",Sheltered Homeless,450
1/1/2007,CA,CA-515,"Roseville/Rocklin/Placer, Nevada Counties CoC",Sheltered Homeless Individuals,244
1/1/2007,CA,CA-515,"Roseville/Rocklin/Placer, Nevada Counties CoC",Sheltered Homeless People in Families,206
1/1/2007,CA,CA-515,"Roseville/Rocklin/Placer, Nevada Counties CoC",Total Homeless,587
1/1/2007,CA,CA-515,"Roseville/Rocklin/Placer, Nevada Counties CoC",Unsheltered Homeless,137
1/1/2007,CA,CA-515,"Roseville/Rocklin/Placer, Nevada Counties CoC",Unsheltered Homeless Individuals,124
1/1/2007,CA,CA-515,"Roseville/Rocklin/Placer, Nevada Counties CoC",Unsheltered Homeless People in Families,13
1/1/2007,CA,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Homeless Individuals,147
1/1/2007,CA,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Homeless People in Families,149
1/1/2007,CA,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Sheltered Homeless,250
1/1/2007,CA,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Sheltered Homeless Individuals,121
1/1/2007,CA,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Sheltered Homeless People in Families,129
1/1/2007,CA,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Total Homeless,296
1/1/2007,CA,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unsheltered Homeless,46
1/1/2007,CA,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unsheltered Homeless Individuals,26
1/1/2007,CA,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unsheltered Homeless People in Families,20
1/1/2007,CA,CA-517,Napa City & County CoC,Homeless Individuals,236
1/1/2007,CA,CA-517,Napa City & County CoC,Homeless People in Families,129
1/1/2007,CA,CA-517,Napa City & County CoC,Sheltered Homeless,219
1/1/2007,CA,CA-517,Napa City & County CoC,Sheltered Homeless Individuals,114
1/1/2007,CA,CA-517,Napa City & County CoC,Sheltered Homeless People in Families,105
1/1/2007,CA,CA-517,Napa City & County CoC,Total Homeless,365
1/1/2007,CA,CA-517,Napa City & County CoC,Unsheltered Homeless,146
1/1/2007,CA,CA-517,Napa City & County CoC,Unsheltered Homeless Individuals,122
1/1/2007,CA,CA-517,Napa City & County CoC,Unsheltered Homeless People in Families,24
1/1/2007,CA,CA-518,Vallejo/Solano County CoC,Homeless Individuals,818
1/1/2007,CA,CA-518,Vallejo/Solano County CoC,Homeless People in Families,"1,138"
1/1/2007,CA,CA-518,Vallejo/Solano County CoC,Sheltered Homeless,457
1/1/2007,CA,CA-518,Vallejo/Solano County CoC,Sheltered Homeless Individuals,225
1/1/2007,CA,CA-518,Vallejo/Solano County CoC,Sheltered Homeless People in Families,232
1/1/2007,CA,CA-518,Vallejo/Solano County CoC,Total Homeless,"1,956"
1/1/2007,CA,CA-518,Vallejo/Solano County CoC,Unsheltered Homeless,"1,499"
1/1/2007,CA,CA-518,Vallejo/Solano County CoC,Unsheltered Homeless Individuals,593
1/1/2007,CA,CA-518,Vallejo/Solano County CoC,Unsheltered Homeless People in Families,906
1/1/2007,CA,CA-519,Chico/Paradise/Butte County CoC,Homeless Individuals,"1,057"
1/1/2007,CA,CA-519,Chico/Paradise/Butte County CoC,Homeless People in Families,421
1/1/2007,CA,CA-519,Chico/Paradise/Butte County CoC,Sheltered Homeless,936
1/1/2007,CA,CA-519,Chico/Paradise/Butte County CoC,Sheltered Homeless Individuals,589
1/1/2007,CA,CA-519,Chico/Paradise/Butte County CoC,Sheltered Homeless People in Families,347
1/1/2007,CA,CA-519,Chico/Paradise/Butte County CoC,Total Homeless,"1,478"
1/1/2007,CA,CA-519,Chico/Paradise/Butte County CoC,Unsheltered Homeless,542
1/1/2007,CA,CA-519,Chico/Paradise/Butte County CoC,Unsheltered Homeless Individuals,468
1/1/2007,CA,CA-519,Chico/Paradise/Butte County CoC,Unsheltered Homeless People in Families,74
1/1/2007,CA,CA-520,Merced City & County CoC,Homeless Individuals,"2,195"
1/1/2007,CA,CA-520,Merced City & County CoC,Homeless People in Families,446
1/1/2007,CA,CA-520,Merced City & County CoC,Sheltered Homeless,221
1/1/2007,CA,CA-520,Merced City & County CoC,Sheltered Homeless Individuals,186
1/1/2007,CA,CA-520,Merced City & County CoC,Sheltered Homeless People in Families,35
1/1/2007,CA,CA-520,Merced City & County CoC,Total Homeless,"2,641"
1/1/2007,CA,CA-520,Merced City & County CoC,Unsheltered Homeless,"2,420"
1/1/2007,CA,CA-520,Merced City & County CoC,Unsheltered Homeless Individuals,"2,009"
1/1/2007,CA,CA-520,Merced City & County CoC,Unsheltered Homeless People in Families,411
1/1/2007,CA,CA-521,Davis/Woodland/Yolo County CoC,Homeless Individuals,292
1/1/2007,CA,CA-521,Davis/Woodland/Yolo County CoC,Homeless People in Families,122
1/1/2007,CA,CA-521,Davis/Woodland/Yolo County CoC,Sheltered Homeless,228
1/1/2007,CA,CA-521,Davis/Woodland/Yolo County CoC,Sheltered Homeless Individuals,110
1/1/2007,CA,CA-521,Davis/Woodland/Yolo County CoC,Sheltered Homeless People in Families,118
1/1/2007,CA,CA-521,Davis/Woodland/Yolo County CoC,Total Homeless,414
1/1/2007,CA,CA-521,Davis/Woodland/Yolo County CoC,Unsheltered Homeless,186
1/1/2007,CA,CA-521,Davis/Woodland/Yolo County CoC,Unsheltered Homeless Individuals,182
1/1/2007,CA,CA-521,Davis/Woodland/Yolo County CoC,Unsheltered Homeless People in Families,4
1/1/2007,CA,CA-522,Humboldt County CoC,Homeless Individuals,366
1/1/2007,CA,CA-522,Humboldt County CoC,Homeless People in Families,541
1/1/2007,CA,CA-522,Humboldt County CoC,Sheltered Homeless,322
1/1/2007,CA,CA-522,Humboldt County CoC,Sheltered Homeless Individuals,139
1/1/2007,CA,CA-522,Humboldt County CoC,Sheltered Homeless People in Families,183
1/1/2007,CA,CA-522,Humboldt County CoC,Total Homeless,907
1/1/2007,CA,CA-522,Humboldt County CoC,Unsheltered Homeless,585
1/1/2007,CA,CA-522,Humboldt County CoC,Unsheltered Homeless Individuals,227
1/1/2007,CA,CA-522,Humboldt County CoC,Unsheltered Homeless People in Families,358
1/1/2007,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Homeless Individuals,61
1/1/2007,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Homeless People in Families,94
1/1/2007,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered Homeless,54
1/1/2007,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered Homeless Individuals,18
1/1/2007,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered Homeless People in Families,36
1/1/2007,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Total Homeless,155
1/1/2007,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unsheltered Homeless,101
1/1/2007,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unsheltered Homeless Individuals,43
1/1/2007,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unsheltered Homeless People in Families,58
1/1/2007,CA,CA-524,Yuba City & County/Sutter County CoC,Homeless Individuals,212
1/1/2007,CA,CA-524,Yuba City & County/Sutter County CoC,Homeless People in Families,150
1/1/2007,CA,CA-524,Yuba City & County/Sutter County CoC,Sheltered Homeless,299
1/1/2007,CA,CA-524,Yuba City & County/Sutter County CoC,Sheltered Homeless Individuals,153
1/1/2007,CA,CA-524,Yuba City & County/Sutter County CoC,Sheltered Homeless People in Families,146
1/1/2007,CA,CA-524,Yuba City & County/Sutter County CoC,Total Homeless,362
1/1/2007,CA,CA-524,Yuba City & County/Sutter County CoC,Unsheltered Homeless,63
1/1/2007,CA,CA-524,Yuba City & County/Sutter County CoC,Unsheltered Homeless Individuals,59
1/1/2007,CA,CA-524,Yuba City & County/Sutter County CoC,Unsheltered Homeless People in Families,4
1/1/2007,CA,CA-525,El Dorado County CoC,Homeless Individuals,65
1/1/2007,CA,CA-525,El Dorado County CoC,Homeless People in Families,42
1/1/2007,CA,CA-525,El Dorado County CoC,Sheltered Homeless,91
1/1/2007,CA,CA-525,El Dorado County CoC,Sheltered Homeless Individuals,54
1/1/2007,CA,CA-525,El Dorado County CoC,Sheltered Homeless People in Families,37
1/1/2007,CA,CA-525,El Dorado County CoC,Total Homeless,107
1/1/2007,CA,CA-525,El Dorado County CoC,Unsheltered Homeless,16
1/1/2007,CA,CA-525,El Dorado County CoC,Unsheltered Homeless Individuals,11
1/1/2007,CA,CA-525,El Dorado County CoC,Unsheltered Homeless People in Families,5
1/1/2007,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Homeless Individuals,252
1/1/2007,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Homeless People in Families,148
1/1/2007,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Sheltered Homeless,79
1/1/2007,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Sheltered Homeless Individuals,26
1/1/2007,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Sheltered Homeless People in Families,53
1/1/2007,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Total Homeless,400
1/1/2007,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Unsheltered Homeless,321
1/1/2007,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Unsheltered Homeless Individuals,226
1/1/2007,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Unsheltered Homeless People in Families,95
1/1/2007,CA,CA-600,Los Angeles City & County CoC,Homeless Individuals,"44,185"
1/1/2007,CA,CA-600,Los Angeles City & County CoC,Homeless People in Families,"3,677"
1/1/2007,CA,CA-600,Los Angeles City & County CoC,Sheltered Homeless,"11,442"
1/1/2007,CA,CA-600,Los Angeles City & County CoC,Sheltered Homeless Individuals,"8,417"
1/1/2007,CA,CA-600,Los Angeles City & County CoC,Sheltered Homeless People in Families,"3,025"
1/1/2007,CA,CA-600,Los Angeles City & County CoC,Total Homeless,"47,862"
1/1/2007,CA,CA-600,Los Angeles City & County CoC,Unsheltered Homeless,"36,420"
1/1/2007,CA,CA-600,Los Angeles City & County CoC,Unsheltered Homeless Individuals,"35,768"
1/1/2007,CA,CA-600,Los Angeles City & County CoC,Unsheltered Homeless People in Families,652
1/1/2007,CA,CA-601,San Diego City and County CoC,Homeless Individuals,"5,295"
1/1/2007,CA,CA-601,San Diego City and County CoC,Homeless People in Families,"2,031"
1/1/2007,CA,CA-601,San Diego City and County CoC,Sheltered Homeless,"3,981"
1/1/2007,CA,CA-601,San Diego City and County CoC,Sheltered Homeless Individuals,"2,345"
1/1/2007,CA,CA-601,San Diego City and County CoC,Sheltered Homeless People in Families,"1,636"
1/1/2007,CA,CA-601,San Diego City and County CoC,Total Homeless,"7,326"
1/1/2007,CA,CA-601,San Diego City and County CoC,Unsheltered Homeless,"3,345"
1/1/2007,CA,CA-601,San Diego City and County CoC,Unsheltered Homeless Individuals,"2,950"
1/1/2007,CA,CA-601,San Diego City and County CoC,Unsheltered Homeless People in Families,395
1/1/2007,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Homeless Individuals,"2,112"
1/1/2007,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Homeless People in Families,"1,537"
1/1/2007,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Sheltered Homeless,"2,578"
1/1/2007,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Sheltered Homeless Individuals,"1,296"
1/1/2007,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Sheltered Homeless People in Families,"1,282"
1/1/2007,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Total Homeless,"3,649"
1/1/2007,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Unsheltered Homeless,"1,071"
1/1/2007,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Unsheltered Homeless Individuals,816
1/1/2007,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Unsheltered Homeless People in Families,255
1/1/2007,CA,CA-603,Santa Maria/Santa Barbara County CoC,Homeless Individuals,"3,212"
1/1/2007,CA,CA-603,Santa Maria/Santa Barbara County CoC,Homeless People in Families,"1,041"
1/1/2007,CA,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered Homeless,"1,480"
1/1/2007,CA,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered Homeless Individuals,711
1/1/2007,CA,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered Homeless People in Families,769
1/1/2007,CA,CA-603,Santa Maria/Santa Barbara County CoC,Total Homeless,"4,253"
1/1/2007,CA,CA-603,Santa Maria/Santa Barbara County CoC,Unsheltered Homeless,"2,773"
1/1/2007,CA,CA-603,Santa Maria/Santa Barbara County CoC,Unsheltered Homeless Individuals,"2,501"
1/1/2007,CA,CA-603,Santa Maria/Santa Barbara County CoC,Unsheltered Homeless People in Families,272
1/1/2007,CA,CA-604,Bakersfield/Kern County CoC,Homeless Individuals,"1,248"
1/1/2007,CA,CA-604,Bakersfield/Kern County CoC,Homeless People in Families,289
1/1/2007,CA,CA-604,Bakersfield/Kern County CoC,Sheltered Homeless,905
1/1/2007,CA,CA-604,Bakersfield/Kern County CoC,Sheltered Homeless Individuals,646
1/1/2007,CA,CA-604,Bakersfield/Kern County CoC,Sheltered Homeless People in Families,259
1/1/2007,CA,CA-604,Bakersfield/Kern County CoC,Total Homeless,"1,537"
1/1/2007,CA,CA-604,Bakersfield/Kern County CoC,Unsheltered Homeless,632
1/1/2007,CA,CA-604,Bakersfield/Kern County CoC,Unsheltered Homeless Individuals,602
1/1/2007,CA,CA-604,Bakersfield/Kern County CoC,Unsheltered Homeless People in Families,30
1/1/2007,CA,CA-606,Long Beach CoC,Homeless Individuals,"2,814"
1/1/2007,CA,CA-606,Long Beach CoC,Homeless People in Families,"1,015"
1/1/2007,CA,CA-606,Long Beach CoC,Sheltered Homeless,"1,679"
1/1/2007,CA,CA-606,Long Beach CoC,Sheltered Homeless Individuals,"1,189"
1/1/2007,CA,CA-606,Long Beach CoC,Sheltered Homeless People in Families,490
1/1/2007,CA,CA-606,Long Beach CoC,Total Homeless,"3,829"
1/1/2007,CA,CA-606,Long Beach CoC,Unsheltered Homeless,"2,150"
1/1/2007,CA,CA-606,Long Beach CoC,Unsheltered Homeless Individuals,"1,625"
1/1/2007,CA,CA-606,Long Beach CoC,Unsheltered Homeless People in Families,525
1/1/2007,CA,CA-607,Pasadena CoC,Homeless Individuals,676
1/1/2007,CA,CA-607,Pasadena CoC,Homeless People in Families,293
1/1/2007,CA,CA-607,Pasadena CoC,Sheltered Homeless,434
1/1/2007,CA,CA-607,Pasadena CoC,Sheltered Homeless Individuals,298
1/1/2007,CA,CA-607,Pasadena CoC,Sheltered Homeless People in Families,136
1/1/2007,CA,CA-607,Pasadena CoC,Total Homeless,969
1/1/2007,CA,CA-607,Pasadena CoC,Unsheltered Homeless,535
1/1/2007,CA,CA-607,Pasadena CoC,Unsheltered Homeless Individuals,378
1/1/2007,CA,CA-607,Pasadena CoC,Unsheltered Homeless People in Families,157
1/1/2007,CA,CA-608,Riverside City & County CoC,Homeless Individuals,"3,343"
1/1/2007,CA,CA-608,Riverside City & County CoC,Homeless People in Families,"1,165"
1/1/2007,CA,CA-608,Riverside City & County CoC,Sheltered Homeless,"1,330"
1/1/2007,CA,CA-608,Riverside City & County CoC,Sheltered Homeless Individuals,612
1/1/2007,CA,CA-608,Riverside City & County CoC,Sheltered Homeless People in Families,718
1/1/2007,CA,CA-608,Riverside City & County CoC,Total Homeless,"4,508"
1/1/2007,CA,CA-608,Riverside City & County CoC,Unsheltered Homeless,"3,178"
1/1/2007,CA,CA-608,Riverside City & County CoC,Unsheltered Homeless Individuals,"2,731"
1/1/2007,CA,CA-608,Riverside City & County CoC,Unsheltered Homeless People in Families,447
1/1/2007,CA,CA-609,San Bernardino City & County CoC,Homeless Individuals,"6,191"
1/1/2007,CA,CA-609,San Bernardino City & County CoC,Homeless People in Families,778
1/1/2007,CA,CA-609,San Bernardino City & County CoC,Sheltered Homeless,"1,220"
1/1/2007,CA,CA-609,San Bernardino City & County CoC,Sheltered Homeless Individuals,609
1/1/2007,CA,CA-609,San Bernardino City & County CoC,Sheltered Homeless People in Families,611
1/1/2007,CA,CA-609,San Bernardino City & County CoC,Total Homeless,"6,969"
1/1/2007,CA,CA-609,San Bernardino City & County CoC,Unsheltered Homeless,"5,749"
1/1/2007,CA,CA-609,San Bernardino City & County CoC,Unsheltered Homeless Individuals,"5,582"
1/1/2007,CA,CA-609,San Bernardino City & County CoC,Unsheltered Homeless People in Families,167
1/1/2007,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Homeless Individuals,"1,513"
1/1/2007,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Homeless People in Families,448
1/1/2007,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Sheltered Homeless,426
1/1/2007,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Sheltered Homeless Individuals,247
1/1/2007,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Sheltered Homeless People in Families,179
1/1/2007,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Total Homeless,"1,961"
1/1/2007,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Unsheltered Homeless,"1,535"
1/1/2007,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Unsheltered Homeless Individuals,"1,266"
1/1/2007,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Unsheltered Homeless People in Families,269
1/1/2007,CA,CA-612,Glendale CoC,Homeless Individuals,161
1/1/2007,CA,CA-612,Glendale CoC,Homeless People in Families,135
1/1/2007,CA,CA-612,Glendale CoC,Sheltered Homeless,233
1/1/2007,CA,CA-612,Glendale CoC,Sheltered Homeless Individuals,123
1/1/2007,CA,CA-612,Glendale CoC,Sheltered Homeless People in Families,110
1/1/2007,CA,CA-612,Glendale CoC,Total Homeless,296
1/1/2007,CA,CA-612,Glendale CoC,Unsheltered Homeless,63
1/1/2007,CA,CA-612,Glendale CoC,Unsheltered Homeless Individuals,38
1/1/2007,CA,CA-612,Glendale CoC,Unsheltered Homeless People in Families,25
1/1/2007,CA,CA-613,Imperial County CoC,Homeless Individuals,54
1/1/2007,CA,CA-613,Imperial County CoC,Homeless People in Families,288
1/1/2007,CA,CA-613,Imperial County CoC,Sheltered Homeless,113
1/1/2007,CA,CA-613,Imperial County CoC,Sheltered Homeless Individuals,54
